"Trial","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compatibility","compensation","contingency","contingent_action","coordinates","correct_response","count_B_video","count_B_video_1","count_Baseline","count_Baseline_1","count_Black_screen","count_Black_screen_1","count_Black_screen_2","count_Bye","count_Fixation","count_Fixation_1","count_Fixation_2","count_Instructions","count_Instructions_1","count_Interblock","count_Interblock_1","count_Pause","count_Pause_1","count_Pause_2","count_T_video","count_T_video_1","count_Test","count_Test_1","count_Trial_1","count_Trial_1_1","count_Trial_2","count_Trial_2_1","count_Welcome","count_experiment","count_log","datetime","description","disable_garbage_collection","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","keyreleaseRT","keyresponse","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Bye","response_Instructions","response_Instructions_1","response_Interblock","response_Interblock_1","response_Pause","response_Pause_1","response_Pause_2","response_Welcome","response_time","response_time_Bye","response_time_Instructions","response_time_Instructions_1","response_time_Interblock","response_time_Interblock_1","response_time_Pause","response_time_Pause_1","response_time_Pause_2","response_time_Welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_B_video","time_B_video_1","time_Baseline","time_Baseline_1","time_Black_screen","time_Black_screen_1","time_Black_screen_2","time_Bye","time_Fixation","time_Fixation_1","time_Fixation_2","time_Instructions","time_Instructions_1","time_Interblock","time_Interblock_1","time_Pause","time_Pause_1","time_Pause_2","time_T_video","time_T_video_1","time_Test","time_Test_1","time_Trial_1","time_Trial_1_1","time_Trial_2","time_Trial_2_1","time_Welcome","time_delay_RT","time_experiment","time_log","title","total_correct","total_response_time","total_responses","uniform_coordinates","video","video_duration","width"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","incompatible","0","2","1","uniform","1","3","6","0","0","3","6","NA","0","3","6","NA","0","0","0","0","3","6","NA","NA","NA","0","0","3","6","NA","NA","0","0","10","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","3094","3","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","676528","364099","620780","616276","682369","NA","NA","395204","676028","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","676000","NA","NA","363311","2040","363280","683872","Nouvelle expérience","0","0","0","yes","2_middle.avi","4570","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","compatible","0","1","3","uniform","3","3","7","0","0","3","7","NA","0","3","7","NA","0","0","0","0","3","7","NA","NA","NA","0","0","3","7","NA","NA","0","0","11","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","3388","1","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","684548","364099","620780","616276","690737","NA","NA","395204","684048","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","684022","NA","NA","363311","2032","363280","692239","Nouvelle expérience","0","0","0","yes","1_middle.avi","4560","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","incompatible","0","2","3","uniform","3","3","8","0","0","3","8","NA","0","3","8","NA","0","0","0","0","3","8","NA","NA","NA","0","0","3","8","NA","NA","0","0","12","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","3038","3","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","692906","364099","620780","616276","698943","NA","NA","395204","692406","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","692377","NA","NA","363311","2036","363280","700444","Nouvelle expérience","0","0","0","yes","2_index.avi","4559","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","incompatible","0","2","3","uniform","3","3","9","0","0","3","9","NA","0","3","9","NA","0","0","0","0","3","9","NA","NA","NA","0","0","3","9","NA","NA","0","0","13","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","2046","3","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","701108","364099","620780","616276","712231","NA","NA","395204","700608","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","700577","NA","NA","363311","2032","363280","713731","Nouvelle expérience","0","0","0","yes","2_index.avi","4566","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","incompatible","0","2","3","uniform","3","3","10","0","0","3","10","NA","0","3","10","NA","0","0","0","0","3","10","NA","NA","NA","0","0","3","10","NA","NA","0","0","14","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","-65420","3","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","714397","364099","620780","616276","779699","NA","NA","395204","713897","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","713865","NA","NA","363311","2033","363280","781199","Nouvelle expérience","0","0","0","yes","2_index.avi","4566","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","incompatible","0","2","1","uniform","1","3","11","0","0","3","11","NA","0","3","11","NA","0","0","0","0","3","11","NA","NA","NA","0","0","3","11","NA","NA","0","0","15","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","3240","3","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","781872","364099","620780","616276","792801","NA","NA","395204","781372","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","781333","NA","NA","363311","2031","363280","794301","Nouvelle expérience","0","0","0","yes","2_middle.avi","4557","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","incompatible","0","2","1","uniform","1","3","12","0","0","3","12","NA","0","3","12","NA","0","0","0","0","3","12","NA","NA","NA","0","0","3","12","NA","NA","0","0","16","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","3038","1","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","794964","364099","620780","616276","800666","NA","NA","395204","794464","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","794435","NA","NA","363311","2031","363280","802167","Nouvelle expérience","0","0","0","yes","2_middle.avi","4559","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","incompatible","0","2","3","uniform","3","3","13","0","0","3","13","NA","0","3","13","NA","0","0","0","0","3","13","NA","NA","NA","0","0","3","13","NA","NA","0","0","17","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","3140","3","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","802851","364099","620780","616276","809501","NA","NA","395204","802351","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","802317","NA","NA","363311","2031","363280","811003","Nouvelle expérience","0","0","0","yes","2_index.avi","4564","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","incompatible","0","2","1","uniform","1","3","14","0","0","3","14","NA","0","3","14","NA","0","0","0","0","3","14","NA","NA","NA","0","0","3","14","NA","NA","0","0","18","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","3243","1","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","811663","364099","620780","616276","922090","NA","NA","395204","811163","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","811137","NA","NA","363311","2032","363280","923590","Nouvelle expérience","0","0","0","yes","2_middle.avi","4576","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","incompatible","0","2","1","uniform","1","3","15","0","0","3","15","NA","0","3","15","NA","0","0","0","0","3","15","NA","NA","NA","0","0","3","15","NA","NA","0","0","19","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","3787","3","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","924251","364099","620780","616276","930034","NA","NA","395204","923751","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","923725","NA","NA","363311","2030","363280","931535","Nouvelle expérience","0","0","0","yes","2_middle.avi","4555","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","incompatible","0","2","1","uniform","1","3","16","0","0","3","16","NA","0","3","16","NA","0","0","0","0","3","16","NA","NA","NA","0","0","3","16","NA","NA","0","0","20","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","-4029","3","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","932200","364099","620780","616276","937868","NA","NA","395204","931699","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","931667","NA","NA","363311","2037","363280","939368","Nouvelle expérience","0","0","0","yes","2_middle.avi","4571","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","compatible","0","1","1","uniform","1","3","17","0","0","3","17","NA","0","3","17","NA","0","0","0","0","3","17","NA","NA","NA","0","0","3","17","NA","NA","0","0","21","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","3787","3","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","940027","364099","620780","616276","945672","NA","NA","395204","939527","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","939499","NA","NA","363311","2030","363280","947172","Nouvelle expérience","0","0","0","yes","1_index.avi","4552","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","compatible","0","1","1","uniform","1","3","18","0","0","3","18","NA","0","3","18","NA","0","0","0","0","3","18","NA","NA","NA","0","0","3","18","NA","NA","0","0","22","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","2032","1","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","947832","364099","620780","616276","965467","NA","NA","395204","947331","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","947304","NA","NA","363311","2029","363280","966968","Nouvelle expérience","0","0","0","yes","1_index.avi","4561","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","incompatible","0","2","3","uniform","3","3","19","0","0","3","19","NA","0","3","19","NA","0","0","0","0","3","19","NA","NA","NA","0","0","3","19","NA","NA","0","0","23","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","3390","3","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","967635","364099","620780","616276","973991","NA","NA","395204","967134","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","967102","NA","NA","363311","2031","363280","975491","Nouvelle expérience","0","0","0","yes","2_index.avi","4560","1280"
"Baseline_1","undefined","0","undefined","undefined","black","no","legacy","legacy","legacy","incompatible","0","2","3","uniform","3","3","20","0","0","3","20","NA","0","3","20","NA","0","0","0","0","3","20","NA","NA","NA","0","0","3","20","NA","NA","0","0","24","Wed Oct 31 18:51:12 2018","The main experiment item","yes","1MarcellBrass_FollowUp.osexp","/Users/masala/Documents/programming/git/brassJointGoal","no","no","mono","no","18","no","white","no","no","720","legacy","2037","3","/Users/masala/Documents/programming/git/brassJointGoal/subject-0.csv","legacy","Interactive Ising","3.0.7","0","space","NA","space","space","NA","NA","NA","NA","NA","space","2980","NA","209","2980","NA","NA","NA","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","0","even","395704","976156","364099","620780","616276","1049444","NA","NA","395204","975656","NA","363889","617798","NA","NA","NA","NA","NA","NA","NA","NA","NA","395177","975627","NA","NA","363311","2030","363280","1050944","Nouvelle expérience","0","0","0","yes","2_index.avi","4555","1280"
